Voxel,Best_Alpha
"(46, 27, 42)",5.0
"(46, 27, 43)",5.0
"(46, 27, 44)",5.0
"(46, 27, 45)",5.0
"(46, 27, 46)",5.0
"(46, 27, 47)",5.0
"(46, 27, 48)",5.0
"(46, 27, 49)",5.0
"(46, 27, 50)",5.0
"(46, 27, 51)",5.0
"(46, 27, 64)",5.0
"(46, 27, 65)",5.0
"(46, 28, 6)",5.0
"(46, 28, 7)",5.0
"(46, 28, 8)",5.0
"(46, 28, 9)",5.0
"(46, 28, 10)",5.0
"(46, 28, 11)",5.0
"(46, 28, 12)",5.0
"(46, 28, 18)",5.0
"(46, 28, 19)",5.0
"(46, 28, 20)",5.0
"(46, 28, 21)",5.0
"(46, 28, 22)",5.0
"(46, 28, 23)",5.0
"(46, 28, 24)",5.0
"(46, 28, 25)",5.0
"(46, 28, 26)",5.0
"(46, 28, 27)",5.0
"(46, 28, 28)",5.0
"(46, 28, 29)",5.0
"(46, 28, 30)",5.0
"(46, 28, 31)",5.0
"(46, 28, 32)",5.0
"(46, 28, 33)",5.0
"(46, 28, 34)",5.0
"(46, 28, 35)",5.0
"(46, 28, 36)",5.0
"(46, 28, 37)",5.0
"(46, 28, 38)",5.0
"(46, 28, 39)",5.0
"(46, 28, 40)",5.0
"(46, 28, 41)",5.0
"(46, 28, 42)",5.0
"(46, 28, 43)",5.0
"(46, 28, 44)",5.0
"(46, 28, 45)",5.0
"(46, 28, 46)",5.0
"(46, 28, 47)",5.0
"(46, 28, 48)",5.0
"(46, 28, 49)",5.0
"(46, 28, 50)",5.0
"(46, 28, 51)",5.0
"(46, 28, 52)",5.0
"(46, 28, 53)",5.0
"(46, 29, 6)",5.0
"(46, 29, 7)",5.0
"(46, 29, 8)",5.0
"(46, 29, 9)",5.0
"(46, 29, 10)",5.0
"(46, 29, 11)",5.0
"(46, 29, 12)",5.0
"(46, 29, 18)",5.0
"(46, 29, 19)",5.0
"(46, 29, 20)",5.0
"(46, 29, 21)",5.0
"(46, 29, 22)",5.0
"(46, 29, 23)",5.0
"(46, 29, 24)",5.0
"(46, 29, 25)",5.0
"(46, 29, 26)",5.0
"(46, 29, 27)",5.0
"(46, 29, 28)",5.0
"(46, 29, 29)",5.0
"(46, 29, 30)",5.0
"(46, 29, 31)",5.0
"(46, 29, 32)",5.0
"(46, 29, 33)",5.0
"(46, 29, 34)",5.0
"(46, 29, 35)",5.0
"(46, 29, 36)",5.0
"(46, 29, 37)",5.0
"(46, 29, 38)",5.0
"(46, 29, 39)",5.0
"(46, 29, 44)",5.0
"(46, 29, 45)",5.0
"(46, 29, 46)",5.0
"(46, 29, 47)",5.0
"(46, 29, 48)",5.0
"(46, 29, 49)",5.0
"(46, 29, 50)",5.0
"(46, 29, 51)",5.0
"(46, 29, 52)",5.0
"(46, 29, 53)",5.0
"(46, 29, 54)",5.0
"(46, 30, 6)",5.0
"(46, 30, 7)",5.0
"(46, 30, 8)",5.0
"(46, 30, 9)",5.0
"(46, 30, 10)",5.0
"(46, 30, 11)",5.0
"(46, 30, 12)",5.0
"(46, 30, 18)",5.0
"(46, 30, 19)",5.0
"(46, 30, 20)",5.0
"(46, 30, 21)",5.0
"(46, 30, 22)",5.0
"(46, 30, 23)",5.0
"(46, 30, 24)",5.0
"(46, 30, 25)",5.0
"(46, 30, 26)",5.0
"(46, 30, 27)",5.0
"(46, 30, 28)",5.0
"(46, 30, 29)",5.0
"(46, 30, 30)",5.0
"(46, 30, 31)",5.0
"(46, 30, 32)",5.0
"(46, 30, 33)",5.0
"(46, 30, 34)",5.0
"(46, 30, 35)",5.0
"(46, 30, 36)",5.0
"(46, 30, 37)",5.0
"(46, 30, 46)",5.0
"(46, 30, 47)",5.0
"(46, 30, 48)",5.0
"(46, 30, 49)",5.0
"(46, 30, 50)",5.0
"(46, 30, 51)",5.0
"(46, 30, 52)",5.0
"(46, 30, 53)",5.0
"(46, 30, 54)",5.0
"(46, 30, 55)",5.0
"(46, 31, 6)",5.0
"(46, 31, 7)",5.0
"(46, 31, 8)",5.0
"(46, 31, 9)",5.0
"(46, 31, 10)",5.0
"(46, 31, 11)",5.0
"(46, 31, 12)",5.0
"(46, 31, 13)",5.0
"(46, 31, 18)",5.0
"(46, 31, 19)",5.0
"(46, 31, 20)",5.0
"(46, 31, 21)",5.0
"(46, 31, 22)",5.0
"(46, 31, 23)",5.0
"(46, 31, 24)",5.0
"(46, 31, 25)",5.0
"(46, 31, 26)",5.0
"(46, 31, 27)",5.0
"(46, 31, 28)",5.0
"(46, 31, 29)",5.0
"(46, 31, 30)",5.0
"(46, 31, 31)",5.0
"(46, 31, 32)",5.0
"(46, 31, 33)",5.0
"(46, 31, 34)",5.0
"(46, 31, 35)",5.0
"(46, 31, 36)",5.0
"(46, 31, 37)",5.0
"(46, 31, 46)",5.0
"(46, 31, 47)",5.0
"(46, 31, 48)",5.0
"(46, 31, 49)",5.0
"(46, 31, 50)",5.0
"(46, 31, 51)",5.0
"(46, 31, 52)",5.0
"(46, 31, 53)",5.0
"(46, 31, 54)",5.0
"(46, 31, 55)",5.0
"(46, 32, 6)",5.0
"(46, 32, 7)",5.0
"(46, 32, 8)",5.0
"(46, 32, 9)",5.0
"(46, 32, 10)",5.0
"(46, 32, 11)",5.0
"(46, 32, 12)",5.0
"(46, 32, 13)",5.0
"(46, 32, 14)",5.0
"(46, 32, 18)",5.0
"(46, 32, 19)",5.0
"(46, 32, 20)",5.0
"(46, 32, 21)",5.0
"(46, 32, 22)",5.0
"(46, 32, 23)",5.0
"(46, 32, 24)",5.0
"(46, 32, 25)",5.0
"(46, 32, 26)",5.0
"(46, 32, 28)",5.0
"(46, 32, 29)",5.0
"(46, 32, 30)",5.0
"(46, 32, 31)",5.0
"(46, 32, 32)",5.0
"(46, 32, 33)",5.0
"(46, 32, 34)",5.0
"(46, 32, 35)",5.0
"(46, 32, 36)",5.0
"(46, 32, 37)",5.0
"(46, 32, 46)",5.0
"(46, 32, 47)",5.0
"(46, 32, 48)",5.0
"(46, 32, 49)",5.0
"(46, 32, 50)",5.0
"(46, 32, 51)",5.0
"(46, 32, 52)",5.0
"(46, 32, 53)",5.0
"(46, 33, 6)",5.0
"(46, 33, 7)",5.0
"(46, 33, 8)",5.0
"(46, 33, 9)",5.0
"(46, 33, 10)",5.0
"(46, 33, 11)",5.0
"(46, 33, 12)",5.0
"(46, 33, 13)",5.0
"(46, 33, 14)",5.0
"(46, 33, 15)",5.0
"(46, 33, 18)",5.0
"(46, 33, 19)",5.0
"(46, 33, 20)",5.0
"(46, 33, 21)",5.0
"(46, 33, 22)",5.0
"(46, 33, 23)",5.0
"(46, 33, 24)",5.0
"(46, 33, 25)",5.0
"(46, 33, 26)",5.0
"(46, 33, 28)",5.0
"(46, 33, 29)",5.0
"(46, 33, 30)",5.0
"(46, 33, 31)",5.0
"(46, 33, 32)",5.0
"(46, 33, 33)",5.0
"(46, 33, 34)",5.0
"(46, 33, 35)",5.0
"(46, 33, 36)",5.0
"(46, 33, 37)",5.0
"(46, 33, 47)",5.0
"(46, 33, 48)",5.0
"(46, 33, 49)",5.0
"(46, 33, 50)",5.0
"(46, 33, 51)",5.0
"(46, 33, 52)",5.0
"(46, 34, 6)",5.0
"(46, 34, 7)",5.0
"(46, 34, 8)",5.0
"(46, 34, 9)",5.0
"(46, 34, 10)",5.0
"(46, 34, 11)",5.0
"(46, 34, 12)",5.0
"(46, 34, 13)",5.0
"(46, 34, 14)",5.0
"(46, 34, 15)",5.0
"(46, 34, 16)",5.0
"(46, 34, 17)",5.0
"(46, 34, 18)",5.0
"(46, 34, 19)",5.0
"(46, 34, 20)",5.0
"(46, 34, 21)",5.0
"(46, 34, 22)",5.0
"(46, 34, 23)",5.0
"(46, 34, 24)",5.0
"(46, 34, 25)",5.0
"(46, 34, 28)",5.0
"(46, 34, 29)",5.0
"(46, 34, 30)",5.0
"(46, 34, 31)",5.0
"(46, 34, 32)",5.0
"(46, 34, 33)",5.0
"(46, 34, 34)",5.0
"(46, 34, 35)",5.0
"(46, 34, 36)",5.0
"(46, 34, 37)",5.0
"(46, 34, 38)",5.0
"(46, 34, 39)",5.0
"(46, 34, 40)",5.0
"(46, 34, 41)",5.0
"(46, 34, 46)",5.0
"(46, 34, 47)",5.0
"(46, 34, 48)",5.0
"(46, 34, 49)",5.0
"(46, 34, 50)",5.0
"(46, 34, 51)",5.0
"(46, 34, 52)",5.0
"(46, 35, 7)",5.0
"(46, 35, 8)",5.0
"(46, 35, 9)",5.0
"(46, 35, 10)",5.0
"(46, 35, 11)",5.0
"(46, 35, 12)",5.0
"(46, 35, 13)",5.0
"(46, 35, 14)",5.0
"(46, 35, 15)",5.0
"(46, 35, 16)",5.0
"(46, 35, 17)",5.0
"(46, 35, 18)",5.0
"(46, 35, 19)",5.0
"(46, 35, 20)",5.0
"(46, 35, 21)",5.0
"(46, 35, 22)",5.0
"(46, 35, 23)",5.0
"(46, 35, 24)",5.0
"(46, 35, 25)",5.0
"(46, 35, 27)",5.0
"(46, 35, 28)",5.0
"(46, 35, 29)",5.0
"(46, 35, 30)",5.0
"(46, 35, 31)",5.0
"(46, 35, 32)",5.0
"(46, 35, 33)",5.0
"(46, 35, 34)",5.0
"(46, 35, 35)",5.0
"(46, 35, 36)",5.0
"(46, 35, 37)",5.0
"(46, 35, 38)",5.0
"(46, 35, 39)",5.0
"(46, 35, 40)",5.0
"(46, 35, 41)",5.0
"(46, 35, 42)",5.0
"(46, 35, 43)",5.0
"(46, 35, 44)",5.0
"(46, 35, 45)",5.0
"(46, 35, 46)",5.0
"(46, 35, 47)",5.0
"(46, 35, 48)",5.0
"(46, 35, 49)",5.0
"(46, 35, 50)",5.0
"(46, 35, 51)",5.0
"(46, 35, 52)",5.0
"(46, 36, 8)",5.0
"(46, 36, 9)",5.0
"(46, 36, 10)",5.0
"(46, 36, 11)",5.0
"(46, 36, 12)",5.0
"(46, 36, 13)",5.0
"(46, 36, 14)",5.0
"(46, 36, 15)",5.0
"(46, 36, 16)",5.0
"(46, 36, 17)",5.0
"(46, 36, 18)",5.0
"(46, 36, 19)",5.0
"(46, 36, 20)",5.0
"(46, 36, 21)",5.0
"(46, 36, 22)",5.0
"(46, 36, 23)",5.0
"(46, 36, 24)",5.0
"(46, 36, 25)",5.0
"(46, 36, 27)",5.0
"(46, 36, 28)",5.0
"(46, 36, 29)",5.0
"(46, 36, 30)",5.0
"(46, 36, 31)",5.0
"(46, 36, 32)",5.0
"(46, 36, 33)",5.0
"(46, 36, 34)",5.0
"(46, 36, 35)",5.0
"(46, 36, 36)",5.0
"(46, 36, 37)",5.0
"(46, 36, 38)",5.0
"(46, 36, 39)",5.0
"(46, 36, 40)",5.0
"(46, 36, 41)",5.0
"(46, 36, 42)",5.0
"(46, 36, 43)",5.0
"(46, 36, 44)",5.0
"(46, 36, 45)",5.0
"(46, 36, 46)",5.0
"(46, 36, 47)",5.0
"(46, 36, 48)",5.0
"(46, 36, 49)",5.0
"(46, 36, 50)",5.0
"(46, 36, 51)",5.0
"(46, 37, 12)",5.0
"(46, 37, 13)",5.0
"(46, 37, 14)",5.0
"(46, 37, 15)",5.0
"(46, 37, 16)",5.0
"(46, 37, 17)",5.0
"(46, 37, 18)",5.0
"(46, 37, 19)",5.0
"(46, 37, 20)",5.0
"(46, 37, 21)",5.0
"(46, 37, 22)",5.0
"(46, 37, 23)",5.0
"(46, 37, 24)",5.0
"(46, 37, 25)",5.0
"(46, 37, 27)",5.0
"(46, 37, 28)",5.0
"(46, 37, 29)",5.0
"(46, 37, 30)",5.0
"(46, 37, 31)",5.0
"(46, 37, 32)",5.0
"(46, 37, 33)",5.0
"(46, 37, 34)",5.0
"(46, 37, 35)",5.0
"(46, 37, 36)",5.0
"(46, 37, 37)",5.0
"(46, 37, 38)",5.0
"(46, 37, 39)",5.0
"(46, 37, 40)",5.0
"(46, 37, 41)",5.0
"(46, 37, 42)",5.0
"(46, 37, 43)",5.0
"(46, 37, 44)",5.0
"(46, 37, 45)",5.0
"(46, 37, 46)",5.0
"(46, 37, 47)",5.0
"(46, 37, 48)",5.0
"(46, 37, 49)",5.0
"(46, 37, 50)",5.0
"(46, 37, 51)",5.0
"(46, 37, 52)",5.0
"(46, 38, 13)",5.0
"(46, 38, 14)",5.0
"(46, 38, 15)",5.0
"(46, 38, 16)",5.0
"(46, 38, 17)",5.0
"(46, 38, 18)",5.0
"(46, 38, 19)",5.0
"(46, 38, 20)",5.0
"(46, 38, 21)",5.0
"(46, 38, 22)",5.0
"(46, 38, 23)",5.0
"(46, 38, 24)",5.0
"(46, 38, 25)",5.0
"(46, 38, 26)",5.0
"(46, 38, 27)",5.0
"(46, 38, 28)",5.0
"(46, 38, 29)",5.0
"(46, 38, 30)",5.0
"(46, 38, 31)",5.0
"(46, 38, 32)",5.0
"(46, 38, 33)",5.0
"(46, 38, 34)",5.0
"(46, 38, 35)",5.0
"(46, 38, 36)",5.0
"(46, 38, 37)",5.0
"(46, 38, 38)",5.0
"(46, 38, 39)",5.0
"(46, 38, 40)",5.0
"(46, 38, 41)",5.0
"(46, 38, 42)",5.0
"(46, 38, 43)",5.0
"(46, 38, 44)",5.0
"(46, 38, 45)",5.0
"(46, 38, 46)",5.0
"(46, 38, 47)",5.0
"(46, 38, 48)",5.0
"(46, 38, 49)",5.0
"(46, 38, 50)",5.0
"(46, 38, 51)",5.0
"(46, 38, 52)",5.0
"(46, 38, 53)",5.0
"(46, 39, 14)",5.0
"(46, 39, 15)",5.0
"(46, 39, 16)",5.0
"(46, 39, 17)",5.0
"(46, 39, 18)",5.0
"(46, 39, 19)",5.0
"(46, 39, 20)",5.0
"(46, 39, 21)",5.0
"(46, 39, 22)",5.0
"(46, 39, 23)",5.0
"(46, 39, 24)",5.0
"(46, 39, 26)",5.0
"(46, 39, 27)",5.0
"(46, 39, 28)",5.0
"(46, 39, 29)",5.0
"(46, 39, 30)",5.0
"(46, 39, 31)",5.0
"(46, 39, 32)",5.0
"(46, 39, 33)",5.0
"(46, 39, 34)",5.0
"(46, 39, 35)",5.0
"(46, 39, 36)",5.0
"(46, 39, 37)",5.0
"(46, 39, 38)",5.0
"(46, 39, 39)",5.0
"(46, 39, 40)",5.0
"(46, 39, 41)",5.0
"(46, 39, 42)",5.0
"(46, 39, 43)",5.0
"(46, 39, 44)",5.0
"(46, 39, 45)",5.0
"(46, 39, 46)",5.0
"(46, 39, 47)",5.0
"(46, 39, 48)",5.0
"(46, 39, 49)",5.0
"(46, 39, 50)",5.0
"(46, 39, 51)",5.0
"(46, 39, 52)",5.0
"(46, 39, 53)",5.0
"(46, 40, 15)",5.0
"(46, 40, 16)",5.0
"(46, 40, 17)",5.0
"(46, 40, 20)",5.0
"(46, 40, 21)",5.0
"(46, 40, 27)",5.0
"(46, 40, 28)",5.0
"(46, 40, 33)",5.0
"(46, 40, 34)",5.0
"(46, 40, 35)",5.0
"(46, 40, 36)",5.0
"(46, 40, 37)",5.0
"(46, 40, 38)",5.0
"(46, 40, 39)",5.0
"(46, 40, 40)",5.0
"(46, 40, 41)",5.0
"(46, 40, 42)",5.0
"(46, 40, 43)",5.0
"(46, 40, 44)",5.0
"(46, 40, 45)",5.0
"(46, 40, 46)",5.0
"(46, 40, 47)",5.0
"(46, 40, 48)",5.0
"(46, 40, 49)",5.0
"(46, 40, 50)",5.0
"(46, 40, 51)",5.0
"(46, 41, 34)",5.0
"(46, 41, 37)",5.0
"(46, 41, 38)",5.0
"(46, 41, 39)",5.0
"(46, 41, 40)",5.0
"(46, 41, 41)",5.0
"(46, 41, 42)",5.0
"(46, 41, 43)",5.0
"(46, 41, 44)",5.0
"(46, 41, 45)",5.0
"(46, 41, 46)",5.0
"(46, 41, 47)",5.0
"(46, 41, 48)",5.0
"(46, 41, 49)",5.0
"(46, 41, 50)",5.0
"(46, 42, 38)",5.0
"(46, 42, 39)",5.0
"(46, 42, 40)",5.0
"(46, 42, 41)",5.0
"(46, 42, 42)",5.0
"(46, 42, 43)",5.0
"(46, 42, 44)",5.0
"(46, 42, 45)",5.0
"(46, 42, 46)",5.0
"(46, 42, 47)",5.0
"(46, 42, 48)",5.0
"(46, 42, 49)",5.0
"(46, 42, 50)",5.0
"(46, 42, 51)",5.0
"(46, 43, 38)",5.0
"(46, 43, 39)",5.0
"(46, 43, 40)",5.0
"(46, 43, 41)",5.0
"(46, 43, 42)",5.0
"(46, 43, 43)",5.0
"(46, 43, 44)",5.0
"(46, 43, 45)",5.0
"(46, 43, 46)",5.0
"(46, 43, 47)",5.0
"(46, 43, 48)",5.0
"(46, 43, 49)",5.0
"(46, 43, 50)",5.0
"(46, 43, 51)",5.0
"(46, 44, 45)",5.0
"(46, 44, 46)",5.0
"(46, 44, 47)",5.0
"(46, 44, 48)",5.0
"(46, 44, 49)",5.0
"(46, 44, 50)",5.0
"(46, 44, 51)",5.0
"(46, 45, 46)",5.0
"(46, 45, 47)",5.0
"(46, 45, 50)",5.0
"(46, 45, 51)",5.0
"(46, 46, 32)",5.0
"(46, 46, 51)",5.0
"(46, 47, 32)",5.0
"(46, 47, 33)",5.0
"(46, 47, 34)",5.0
"(46, 48, 34)",5.0
"(46, 48, 35)",5.0
"(46, 48, 36)",5.0
"(46, 48, 37)",5.0
"(46, 49, 36)",5.0
"(46, 49, 37)",5.0
"(46, 49, 38)",5.0
"(46, 49, 39)",5.0
"(46, 49, 40)",5.0
"(46, 50, 38)",5.0
"(46, 50, 39)",5.0
"(46, 50, 40)",5.0
"(46, 50, 41)",5.0
"(46, 51, 40)",5.0
"(46, 51, 41)",5.0
"(46, 52, 40)",5.0
"(46, 52, 41)",5.0
"(46, 52, 42)",5.0
"(46, 52, 43)",5.0
"(46, 53, 40)",5.0
"(46, 53, 41)",5.0
"(46, 53, 42)",5.0
"(46, 53, 43)",5.0
"(46, 54, 40)",5.0
"(46, 54, 41)",5.0
"(46, 54, 42)",5.0
"(46, 54, 43)",5.0
"(46, 55, 40)",5.0
"(46, 55, 41)",5.0
"(46, 55, 42)",5.0
"(46, 55, 43)",5.0
"(46, 56, 40)",5.0
"(46, 56, 41)",5.0
"(46, 56, 42)",5.0
"(46, 56, 43)",5.0
"(46, 57, 39)",5.0
"(46, 57, 40)",5.0
"(46, 57, 41)",5.0
"(46, 57, 42)",5.0
"(46, 57, 43)",5.0
"(46, 58, 38)",5.0
"(46, 58, 39)",5.0
"(46, 58, 40)",5.0
"(46, 58, 41)",5.0
"(46, 58, 42)",5.0
"(46, 59, 37)",5.0
"(46, 59, 38)",5.0
"(46, 59, 39)",5.0
"(46, 59, 40)",5.0
"(46, 59, 41)",5.0
"(46, 59, 42)",5.0
"(46, 60, 32)",5.0
"(46, 60, 33)",5.0
"(46, 60, 37)",5.0
"(46, 60, 38)",5.0
"(46, 60, 39)",5.0
"(46, 60, 40)",5.0
"(46, 60, 41)",5.0
"(46, 60, 42)",5.0
"(46, 60, 43)",5.0
"(46, 60, 48)",5.0
"(46, 61, 32)",5.0
"(46, 61, 33)",5.0
"(46, 61, 34)",5.0
"(46, 61, 35)",5.0
"(46, 61, 36)",5.0
"(46, 61, 37)",5.0
"(46, 61, 38)",5.0
"(46, 61, 39)",5.0
"(46, 61, 40)",5.0
"(46, 61, 41)",5.0
"(46, 61, 42)",5.0
"(46, 61, 43)",5.0
"(46, 61, 46)",5.0
"(46, 61, 47)",5.0
"(46, 61, 48)",5.0
"(46, 62, 32)",5.0
"(46, 62, 33)",5.0
"(46, 62, 34)",5.0
"(46, 62, 35)",5.0
"(46, 62, 36)",5.0
"(46, 62, 37)",5.0
"(46, 62, 38)",5.0
"(46, 62, 39)",5.0
"(46, 62, 40)",5.0
"(46, 62, 41)",5.0
"(46, 62, 42)",5.0
"(46, 62, 43)",5.0
"(46, 62, 44)",5.0
"(46, 62, 45)",5.0
"(46, 62, 46)",5.0
"(46, 62, 47)",5.0
"(46, 63, 32)",5.0
"(46, 63, 33)",5.0
"(46, 63, 34)",5.0
"(46, 63, 35)",5.0
"(46, 63, 36)",5.0
"(46, 63, 37)",5.0
"(46, 63, 38)",5.0
"(46, 63, 39)",5.0
"(46, 63, 40)",5.0
"(46, 63, 41)",5.0
"(46, 63, 42)",5.0
"(46, 63, 43)",5.0
"(46, 63, 44)",5.0
"(46, 63, 45)",5.0
"(46, 63, 46)",5.0
"(46, 63, 47)",5.0
"(46, 64, 32)",5.0
"(46, 64, 33)",5.0
"(46, 64, 34)",5.0
"(46, 64, 35)",5.0
"(46, 64, 36)",5.0
"(46, 64, 37)",5.0
"(46, 64, 38)",5.0
"(46, 64, 39)",5.0
"(46, 64, 40)",5.0
"(46, 64, 41)",5.0
"(46, 64, 42)",5.0
"(46, 64, 43)",5.0
"(46, 64, 44)",5.0
"(46, 64, 45)",5.0
"(46, 64, 46)",5.0
"(46, 64, 47)",5.0
"(46, 65, 32)",5.0
"(46, 65, 33)",5.0
"(46, 65, 34)",5.0
"(46, 65, 35)",5.0
"(46, 65, 36)",5.0
"(46, 65, 37)",5.0
"(46, 65, 38)",5.0
"(46, 65, 39)",5.0
"(46, 65, 40)",5.0
"(46, 65, 41)",5.0
"(46, 65, 42)",5.0
"(46, 65, 43)",5.0
"(46, 65, 44)",5.0
"(46, 65, 45)",5.0
"(46, 65, 46)",5.0
"(46, 65, 47)",5.0
"(46, 66, 32)",5.0
"(46, 66, 33)",5.0
"(46, 66, 34)",5.0
"(46, 66, 35)",5.0
"(46, 66, 36)",5.0
"(46, 66, 37)",5.0
"(46, 66, 38)",5.0
"(46, 66, 39)",5.0
"(46, 66, 40)",5.0
"(46, 66, 41)",5.0
"(46, 66, 42)",5.0
"(46, 66, 43)",5.0
"(46, 66, 44)",5.0
"(46, 66, 45)",5.0
"(46, 66, 46)",5.0
"(46, 67, 32)",5.0
"(46, 67, 33)",5.0
"(46, 67, 34)",5.0
"(46, 67, 35)",5.0
"(46, 67, 36)",5.0
"(46, 67, 37)",5.0
"(46, 67, 38)",5.0
"(46, 67, 39)",5.0
"(46, 67, 40)",5.0
"(46, 67, 41)",5.0
"(46, 67, 42)",5.0
"(46, 67, 43)",5.0
"(46, 67, 44)",5.0
"(46, 67, 45)",5.0
"(46, 68, 32)",5.0
"(46, 68, 33)",5.0
"(46, 68, 34)",5.0
"(46, 68, 35)",5.0
"(46, 68, 36)",5.0
"(46, 68, 37)",5.0
"(46, 68, 38)",5.0
"(46, 68, 39)",5.0
"(46, 68, 40)",5.0
"(46, 68, 41)",5.0
"(46, 68, 42)",5.0
"(46, 68, 43)",5.0
"(46, 68, 44)",5.0
"(46, 68, 45)",5.0
"(46, 69, 40)",5.0
"(46, 69, 41)",5.0
"(46, 69, 42)",5.0
"(46, 69, 43)",5.0
"(46, 69, 44)",5.0
"(46, 69, 45)",5.0
"(46, 70, 41)",5.0
"(46, 70, 42)",5.0
"(46, 70, 43)",5.0
"(46, 70, 44)",5.0
"(46, 71, 40)",5.0
"(46, 71, 41)",5.0
"(46, 71, 42)",5.0
"(46, 71, 43)",5.0
"(46, 71, 44)",5.0
"(46, 72, 38)",5.0
"(46, 72, 39)",5.0
"(46, 72, 40)",5.0
"(46, 72, 41)",5.0
"(46, 72, 42)",5.0
"(46, 72, 43)",5.0
"(46, 72, 44)",5.0
"(46, 73, 37)",5.0
"(46, 73, 38)",5.0
"(46, 73, 39)",5.0
"(46, 73, 40)",5.0
"(46, 73, 41)",5.0
"(46, 73, 42)",5.0
"(46, 73, 43)",5.0
"(46, 74, 36)",5.0
"(46, 74, 37)",5.0
"(46, 74, 38)",5.0
"(46, 74, 39)",5.0
"(46, 74, 40)",5.0
"(46, 74, 41)",5.0
"(46, 74, 42)",5.0
"(46, 74, 43)",5.0
"(46, 75, 34)",5.0
"(46, 75, 35)",5.0
"(46, 75, 36)",5.0
"(46, 75, 37)",5.0
"(46, 75, 38)",5.0
"(46, 75, 39)",5.0
"(46, 75, 40)",5.0
"(46, 75, 41)",5.0
"(46, 75, 42)",5.0
"(46, 75, 43)",5.0
"(46, 75, 50)",5.0
"(46, 75, 51)",5.0
"(46, 75, 52)",5.0
"(46, 75, 53)",5.0
"(46, 75, 54)",5.0
"(46, 76, 34)",5.0
"(46, 76, 35)",5.0
"(46, 76, 36)",5.0
"(46, 76, 37)",5.0
"(46, 76, 38)",5.0
"(46, 76, 39)",5.0
"(46, 76, 40)",5.0
"(46, 76, 41)",5.0
"(46, 76, 42)",5.0
"(46, 76, 43)",5.0
"(46, 76, 48)",5.0
"(46, 76, 49)",5.0
"(46, 76, 50)",5.0
"(46, 76, 51)",5.0
"(46, 76, 52)",5.0
"(46, 76, 53)",5.0
"(46, 76, 54)",5.0
"(46, 77, 35)",5.0
"(46, 77, 36)",5.0
"(46, 77, 37)",5.0
"(46, 77, 38)",5.0
"(46, 77, 39)",5.0
"(46, 77, 40)",5.0
"(46, 77, 41)",5.0
"(46, 77, 42)",5.0
"(46, 77, 43)",5.0
"(46, 77, 44)",5.0
"(46, 77, 45)",5.0
"(46, 77, 46)",5.0
"(46, 77, 47)",5.0
"(46, 77, 48)",5.0
"(46, 77, 49)",5.0
"(46, 77, 50)",5.0
"(46, 77, 51)",5.0
"(46, 77, 52)",5.0
"(46, 77, 53)",5.0
"(46, 77, 54)",5.0
"(46, 78, 36)",5.0
"(46, 78, 37)",5.0
"(46, 78, 38)",5.0
"(46, 78, 39)",5.0
"(46, 78, 40)",5.0
"(46, 78, 41)",5.0
"(46, 78, 42)",5.0
"(46, 78, 43)",5.0
"(46, 78, 44)",5.0
"(46, 78, 45)",5.0
"(46, 78, 46)",5.0
"(46, 78, 47)",5.0
"(46, 78, 48)",5.0
"(46, 78, 49)",5.0
"(46, 78, 50)",5.0
"(46, 78, 51)",5.0
"(46, 78, 52)",5.0
"(46, 78, 53)",5.0
"(46, 79, 37)",5.0
"(46, 79, 38)",5.0
"(46, 79, 39)",5.0
"(46, 79, 40)",5.0
"(46, 79, 41)",5.0
"(46, 79, 42)",5.0
"(46, 79, 43)",5.0
"(46, 79, 44)",5.0
"(46, 79, 45)",5.0
"(46, 79, 46)",5.0
"(46, 79, 47)",5.0
"(46, 79, 48)",5.0
"(46, 79, 49)",5.0
"(46, 79, 50)",5.0
"(46, 79, 51)",5.0
"(46, 80, 38)",5.0
"(46, 80, 39)",5.0
"(46, 80, 40)",5.0
"(46, 80, 41)",5.0
"(46, 80, 42)",5.0
"(46, 80, 43)",5.0
"(46, 80, 44)",5.0
"(46, 80, 45)",5.0
"(46, 80, 46)",5.0
"(46, 80, 47)",5.0
"(46, 80, 48)",5.0
"(46, 80, 49)",5.0
"(46, 80, 50)",5.0
"(46, 81, 39)",5.0
"(46, 81, 40)",5.0
"(46, 81, 41)",5.0
"(46, 81, 42)",5.0
"(46, 81, 43)",5.0
"(46, 81, 44)",5.0
"(46, 81, 45)",5.0
"(46, 81, 46)",5.0
"(46, 81, 47)",5.0
"(46, 81, 48)",5.0
"(46, 82, 41)",5.0
"(46, 82, 42)",5.0
"(46, 82, 43)",5.0
"(46, 82, 44)",5.0
"(46, 82, 45)",5.0
"(46, 82, 46)",5.0
"(46, 82, 47)",5.0
"(46, 83, 43)",5.0
"(46, 83, 44)",5.0
"(46, 83, 45)",5.0
"(46, 83, 46)",5.0
"(47, 9, 43)",5.0
"(47, 10, 45)",5.0
"(47, 12, 44)",5.0
"(47, 12, 47)",5.0
"(47, 12, 48)",5.0
"(47, 13, 43)",5.0
"(47, 13, 44)",5.0
"(47, 13, 45)",5.0
"(47, 13, 46)",5.0
"(47, 13, 47)",5.0
"(47, 13, 48)",5.0
"(47, 13, 49)",5.0
"(47, 13, 50)",5.0
"(47, 14, 44)",5.0
"(47, 14, 45)",5.0
"(47, 14, 46)",5.0
"(47, 14, 47)",5.0
"(47, 14, 48)",5.0
