Voxel,Best_Alpha
"(28, 23, 43)",5.0
"(28, 23, 44)",5.0
"(28, 23, 45)",5.0
"(28, 23, 46)",5.0
"(28, 23, 47)",5.0
"(28, 23, 48)",5.0
"(28, 23, 49)",5.0
"(28, 23, 57)",5.0
"(28, 23, 58)",5.0
"(28, 23, 59)",5.0
"(28, 23, 60)",5.0
"(28, 23, 61)",5.0
"(28, 23, 62)",5.0
"(28, 23, 63)",5.0
"(28, 23, 64)",5.0
"(28, 24, 7)",5.0
"(28, 24, 8)",5.0
"(28, 24, 9)",5.0
"(28, 24, 10)",5.0
"(28, 24, 11)",5.0
"(28, 24, 12)",5.0
"(28, 24, 13)",5.0
"(28, 24, 18)",5.0
"(28, 24, 19)",5.0
"(28, 24, 20)",5.0
"(28, 24, 21)",5.0
"(28, 24, 22)",5.0
"(28, 24, 23)",5.0
"(28, 24, 24)",5.0
"(28, 24, 29)",5.0
"(28, 24, 30)",5.0
"(28, 24, 31)",5.0
"(28, 24, 37)",5.0
"(28, 24, 38)",5.0
"(28, 24, 39)",5.0
"(28, 24, 40)",5.0
"(28, 24, 41)",5.0
"(28, 24, 42)",5.0
"(28, 24, 43)",5.0
"(28, 24, 44)",5.0
"(28, 24, 45)",5.0
"(28, 24, 46)",5.0
"(28, 24, 47)",5.0
"(28, 24, 48)",5.0
"(28, 24, 49)",5.0
"(28, 24, 57)",5.0
"(28, 24, 58)",5.0
"(28, 24, 59)",5.0
"(28, 24, 60)",5.0
"(28, 24, 61)",5.0
"(28, 24, 62)",5.0
"(28, 24, 63)",5.0
"(28, 24, 64)",5.0
"(28, 24, 65)",5.0
"(28, 25, 7)",5.0
"(28, 25, 8)",5.0
"(28, 25, 9)",5.0
"(28, 25, 10)",5.0
"(28, 25, 11)",5.0
"(28, 25, 12)",5.0
"(28, 25, 13)",5.0
"(28, 25, 18)",5.0
"(28, 25, 19)",5.0
"(28, 25, 20)",5.0
"(28, 25, 21)",5.0
"(28, 25, 22)",5.0
"(28, 25, 23)",5.0
"(28, 25, 24)",5.0
"(28, 25, 25)",5.0
"(28, 25, 29)",5.0
"(28, 25, 30)",5.0
"(28, 25, 31)",5.0
"(28, 25, 32)",5.0
"(28, 25, 37)",5.0
"(28, 25, 38)",5.0
"(28, 25, 39)",5.0
"(28, 25, 40)",5.0
"(28, 25, 41)",5.0
"(28, 25, 42)",5.0
"(28, 25, 43)",5.0
"(28, 25, 44)",5.0
"(28, 25, 45)",5.0
"(28, 25, 46)",5.0
"(28, 25, 47)",5.0
"(28, 25, 48)",5.0
"(28, 25, 49)",5.0
"(28, 25, 50)",5.0
"(28, 25, 60)",5.0
"(28, 25, 61)",5.0
"(28, 25, 62)",5.0
"(28, 25, 63)",5.0
"(28, 25, 64)",5.0
"(28, 25, 65)",5.0
"(28, 25, 66)",5.0
"(28, 26, 6)",5.0
"(28, 26, 7)",5.0
"(28, 26, 8)",5.0
"(28, 26, 9)",5.0
"(28, 26, 10)",5.0
"(28, 26, 11)",5.0
"(28, 26, 12)",5.0
"(28, 26, 13)",5.0
"(28, 26, 18)",5.0
"(28, 26, 19)",5.0
"(28, 26, 20)",5.0
"(28, 26, 21)",5.0
"(28, 26, 22)",5.0
"(28, 26, 23)",5.0
"(28, 26, 24)",5.0
"(28, 26, 25)",5.0
"(28, 26, 29)",5.0
"(28, 26, 30)",5.0
"(28, 26, 31)",5.0
"(28, 26, 37)",5.0
"(28, 26, 38)",5.0
"(28, 26, 39)",5.0
"(28, 26, 40)",5.0
"(28, 26, 41)",5.0
"(28, 26, 42)",5.0
"(28, 26, 43)",5.0
"(28, 26, 44)",5.0
"(28, 26, 45)",5.0
"(28, 26, 46)",5.0
"(28, 26, 47)",5.0
"(28, 26, 48)",5.0
"(28, 26, 49)",5.0
"(28, 26, 62)",5.0
"(28, 26, 63)",5.0
"(28, 26, 64)",5.0
"(28, 26, 65)",5.0
"(28, 26, 66)",5.0
"(28, 26, 67)",5.0
"(28, 27, 6)",5.0
"(28, 27, 7)",5.0
"(28, 27, 8)",5.0
"(28, 27, 9)",5.0
"(28, 27, 10)",5.0
"(28, 27, 11)",5.0
"(28, 27, 12)",5.0
"(28, 27, 19)",5.0
"(28, 27, 20)",5.0
"(28, 27, 21)",5.0
"(28, 27, 22)",5.0
"(28, 27, 23)",5.0
"(28, 27, 24)",5.0
"(28, 27, 25)",5.0
"(28, 27, 26)",5.0
"(28, 27, 29)",5.0
"(28, 27, 30)",5.0
"(28, 27, 31)",5.0
"(28, 27, 32)",5.0
"(28, 27, 38)",5.0
"(28, 27, 39)",5.0
"(28, 27, 40)",5.0
"(28, 27, 41)",5.0
"(28, 27, 42)",5.0
"(28, 27, 43)",5.0
"(28, 27, 44)",5.0
"(28, 27, 45)",5.0
"(28, 27, 46)",5.0
"(28, 27, 47)",5.0
"(28, 27, 48)",5.0
"(28, 27, 49)",5.0
"(28, 27, 62)",5.0
"(28, 27, 63)",5.0
"(28, 27, 64)",5.0
"(28, 27, 65)",5.0
"(28, 27, 66)",5.0
"(28, 28, 6)",5.0
"(28, 28, 7)",5.0
"(28, 28, 8)",5.0
"(28, 28, 9)",5.0
"(28, 28, 10)",5.0
"(28, 28, 11)",5.0
"(28, 28, 12)",5.0
"(28, 28, 19)",5.0
"(28, 28, 20)",5.0
"(28, 28, 21)",5.0
"(28, 28, 22)",5.0
"(28, 28, 23)",5.0
"(28, 28, 24)",5.0
"(28, 28, 25)",5.0
"(28, 28, 26)",5.0
"(28, 28, 29)",5.0
"(28, 28, 30)",5.0
"(28, 28, 31)",5.0
"(28, 28, 32)",5.0
"(28, 28, 33)",5.0
"(28, 28, 34)",5.0
"(28, 28, 38)",5.0
"(28, 28, 39)",5.0
"(28, 28, 40)",5.0
"(28, 28, 41)",5.0
"(28, 28, 42)",5.0
"(28, 28, 43)",5.0
"(28, 28, 44)",5.0
"(28, 28, 45)",5.0
"(28, 28, 46)",5.0
"(28, 28, 47)",5.0
"(28, 28, 48)",5.0
"(28, 28, 64)",5.0
"(28, 28, 65)",5.0
"(28, 28, 66)",5.0
"(28, 29, 6)",5.0
"(28, 29, 7)",5.0
"(28, 29, 8)",5.0
"(28, 29, 9)",5.0
"(28, 29, 10)",5.0
"(28, 29, 11)",5.0
"(28, 29, 12)",5.0
"(28, 29, 19)",5.0
"(28, 29, 20)",5.0
"(28, 29, 21)",5.0
"(28, 29, 22)",5.0
"(28, 29, 23)",5.0
"(28, 29, 24)",5.0
"(28, 29, 25)",5.0
"(28, 29, 26)",5.0
"(28, 29, 29)",5.0
"(28, 29, 30)",5.0
"(28, 29, 31)",5.0
"(28, 29, 32)",5.0
"(28, 29, 33)",5.0
"(28, 29, 34)",5.0
"(28, 29, 37)",5.0
"(28, 29, 38)",5.0
"(28, 29, 39)",5.0
"(28, 29, 40)",5.0
"(28, 29, 41)",5.0
"(28, 29, 42)",5.0
"(28, 29, 43)",5.0
"(28, 29, 44)",5.0
"(28, 29, 45)",5.0
"(28, 29, 46)",5.0
"(28, 29, 47)",5.0
"(28, 30, 6)",5.0
"(28, 30, 7)",5.0
"(28, 30, 8)",5.0
"(28, 30, 9)",5.0
"(28, 30, 10)",5.0
"(28, 30, 11)",5.0
"(28, 30, 12)",5.0
"(28, 30, 19)",5.0
"(28, 30, 20)",5.0
"(28, 30, 21)",5.0
"(28, 30, 22)",5.0
"(28, 30, 23)",5.0
"(28, 30, 24)",5.0
"(28, 30, 25)",5.0
"(28, 30, 26)",5.0
"(28, 30, 29)",5.0
"(28, 30, 30)",5.0
"(28, 30, 31)",5.0
"(28, 30, 32)",5.0
"(28, 30, 33)",5.0
"(28, 30, 34)",5.0
"(28, 30, 35)",5.0
"(28, 30, 36)",5.0
"(28, 30, 37)",5.0
"(28, 30, 38)",5.0
"(28, 30, 39)",5.0
"(28, 30, 40)",5.0
"(28, 30, 44)",5.0
"(28, 30, 45)",5.0
"(28, 30, 46)",5.0
"(28, 30, 48)",5.0
"(28, 30, 49)",5.0
"(28, 30, 50)",5.0
"(28, 30, 67)",5.0
"(28, 31, 7)",5.0
"(28, 31, 8)",5.0
"(28, 31, 9)",5.0
"(28, 31, 10)",5.0
"(28, 31, 11)",5.0
"(28, 31, 12)",5.0
"(28, 31, 19)",5.0
"(28, 31, 20)",5.0
"(28, 31, 21)",5.0
"(28, 31, 22)",5.0
"(28, 31, 23)",5.0
"(28, 31, 24)",5.0
"(28, 31, 25)",5.0
"(28, 31, 26)",5.0
"(28, 31, 27)",5.0
"(28, 31, 28)",5.0
"(28, 31, 29)",5.0
"(28, 31, 30)",5.0
"(28, 31, 31)",5.0
"(28, 31, 32)",5.0
"(28, 31, 34)",5.0
"(28, 31, 35)",5.0
"(28, 31, 36)",5.0
"(28, 31, 37)",5.0
"(28, 31, 38)",5.0
"(28, 31, 48)",5.0
"(28, 31, 49)",5.0
"(28, 31, 50)",5.0
"(28, 32, 6)",5.0
"(28, 32, 7)",5.0
"(28, 32, 8)",5.0
"(28, 32, 9)",5.0
"(28, 32, 10)",5.0
"(28, 32, 11)",5.0
"(28, 32, 12)",5.0
"(28, 32, 13)",5.0
"(28, 32, 19)",5.0
"(28, 32, 20)",5.0
"(28, 32, 21)",5.0
"(28, 32, 22)",5.0
"(28, 32, 23)",5.0
"(28, 32, 24)",5.0
"(28, 32, 25)",5.0
"(28, 32, 26)",5.0
"(28, 32, 27)",5.0
"(28, 32, 28)",5.0
"(28, 32, 29)",5.0
"(28, 32, 30)",5.0
"(28, 32, 31)",5.0
"(28, 32, 32)",5.0
"(28, 32, 34)",5.0
"(28, 32, 35)",5.0
"(28, 32, 36)",5.0
"(28, 32, 37)",5.0
"(28, 32, 48)",5.0
"(28, 32, 49)",5.0
"(28, 32, 50)",5.0
"(28, 33, 6)",5.0
"(28, 33, 7)",5.0
"(28, 33, 8)",5.0
"(28, 33, 9)",5.0
"(28, 33, 10)",5.0
"(28, 33, 11)",5.0
"(28, 33, 12)",5.0
"(28, 33, 13)",5.0
"(28, 33, 14)",5.0
"(28, 33, 19)",5.0
"(28, 33, 20)",5.0
"(28, 33, 21)",5.0
"(28, 33, 22)",5.0
"(28, 33, 23)",5.0
"(28, 33, 24)",5.0
"(28, 33, 25)",5.0
"(28, 33, 26)",5.0
"(28, 33, 27)",5.0
"(28, 33, 28)",5.0
"(28, 33, 29)",5.0
"(28, 33, 30)",5.0
"(28, 33, 31)",5.0
"(28, 33, 32)",5.0
"(28, 33, 34)",5.0
"(28, 33, 35)",5.0
"(28, 33, 36)",5.0
"(28, 33, 37)",5.0
"(28, 33, 48)",5.0
"(28, 33, 49)",5.0
"(28, 33, 50)",5.0
"(28, 34, 7)",5.0
"(28, 34, 8)",5.0
"(28, 34, 9)",5.0
"(28, 34, 10)",5.0
"(28, 34, 11)",5.0
"(28, 34, 12)",5.0
"(28, 34, 13)",5.0
"(28, 34, 14)",5.0
"(28, 34, 15)",5.0
"(28, 34, 16)",5.0
"(28, 34, 17)",5.0
"(28, 34, 18)",5.0
"(28, 34, 19)",5.0
"(28, 34, 20)",5.0
"(28, 34, 21)",5.0
"(28, 34, 22)",5.0
"(28, 34, 23)",5.0
"(28, 34, 24)",5.0
"(28, 34, 25)",5.0
"(28, 34, 28)",5.0
"(28, 34, 29)",5.0
"(28, 34, 30)",5.0
"(28, 34, 31)",5.0
"(28, 34, 32)",5.0
"(28, 34, 33)",5.0
"(28, 34, 34)",5.0
"(28, 34, 35)",5.0
"(28, 34, 36)",5.0
"(28, 34, 37)",5.0
"(28, 34, 49)",5.0
"(28, 34, 50)",5.0
"(28, 34, 51)",5.0
"(28, 35, 8)",5.0
"(28, 35, 9)",5.0
"(28, 35, 10)",5.0
"(28, 35, 11)",5.0
"(28, 35, 12)",5.0
"(28, 35, 13)",5.0
"(28, 35, 14)",5.0
"(28, 35, 15)",5.0
"(28, 35, 16)",5.0
"(28, 35, 17)",5.0
"(28, 35, 18)",5.0
"(28, 35, 19)",5.0
"(28, 35, 20)",5.0
"(28, 35, 21)",5.0
"(28, 35, 22)",5.0
"(28, 35, 23)",5.0
"(28, 35, 24)",5.0
"(28, 35, 28)",5.0
"(28, 35, 29)",5.0
"(28, 35, 30)",5.0
"(28, 35, 31)",5.0
"(28, 35, 32)",5.0
"(28, 35, 33)",5.0
"(28, 35, 34)",5.0
"(28, 35, 35)",5.0
"(28, 35, 36)",5.0
"(28, 35, 37)",5.0
"(28, 35, 38)",5.0
"(28, 35, 39)",5.0
"(28, 35, 40)",5.0
"(28, 35, 41)",5.0
"(28, 35, 49)",5.0
"(28, 35, 50)",5.0
"(28, 35, 51)",5.0
"(28, 36, 9)",5.0
"(28, 36, 10)",5.0
"(28, 36, 11)",5.0
"(28, 36, 12)",5.0
"(28, 36, 13)",5.0
"(28, 36, 14)",5.0
"(28, 36, 15)",5.0
"(28, 36, 16)",5.0
"(28, 36, 17)",5.0
"(28, 36, 18)",5.0
"(28, 36, 19)",5.0
"(28, 36, 20)",5.0
"(28, 36, 21)",5.0
"(28, 36, 22)",5.0
"(28, 36, 23)",5.0
"(28, 36, 24)",5.0
"(28, 36, 28)",5.0
"(28, 36, 29)",5.0
"(28, 36, 30)",5.0
"(28, 36, 31)",5.0
"(28, 36, 32)",5.0
"(28, 36, 33)",5.0
"(28, 36, 34)",5.0
"(28, 36, 35)",5.0
"(28, 36, 36)",5.0
"(28, 36, 37)",5.0
"(28, 36, 38)",5.0
"(28, 36, 39)",5.0
"(28, 36, 40)",5.0
"(28, 36, 41)",5.0
"(28, 36, 42)",5.0
"(28, 36, 43)",5.0
"(28, 36, 50)",5.0
"(28, 37, 12)",5.0
"(28, 37, 13)",5.0
"(28, 37, 14)",5.0
"(28, 37, 15)",5.0
"(28, 37, 16)",5.0
"(28, 37, 17)",5.0
"(28, 37, 18)",5.0
"(28, 37, 19)",5.0
"(28, 37, 20)",5.0
"(28, 37, 21)",5.0
"(28, 37, 22)",5.0
"(28, 37, 23)",5.0
"(28, 37, 28)",5.0
"(28, 37, 29)",5.0
"(28, 37, 30)",5.0
"(28, 37, 31)",5.0
"(28, 37, 32)",5.0
"(28, 37, 33)",5.0
"(28, 37, 34)",5.0
"(28, 37, 35)",5.0
"(28, 37, 36)",5.0
"(28, 37, 37)",5.0
"(28, 37, 38)",5.0
"(28, 37, 39)",5.0
"(28, 37, 40)",5.0
"(28, 37, 41)",5.0
"(28, 37, 42)",5.0
"(28, 37, 43)",5.0
"(28, 37, 44)",5.0
"(28, 37, 45)",5.0
"(28, 38, 13)",5.0
"(28, 38, 14)",5.0
"(28, 38, 15)",5.0
"(28, 38, 16)",5.0
"(28, 38, 17)",5.0
"(28, 38, 18)",5.0
"(28, 38, 19)",5.0
"(28, 38, 20)",5.0
"(28, 38, 21)",5.0
"(28, 38, 22)",5.0
"(28, 38, 23)",5.0
"(28, 38, 28)",5.0
"(28, 38, 29)",5.0
"(28, 38, 30)",5.0
"(28, 38, 31)",5.0
"(28, 38, 32)",5.0
"(28, 38, 33)",5.0
"(28, 38, 34)",5.0
"(28, 38, 35)",5.0
"(28, 38, 36)",5.0
"(28, 38, 37)",5.0
"(28, 38, 38)",5.0
"(28, 38, 39)",5.0
"(28, 38, 40)",5.0
"(28, 38, 41)",5.0
"(28, 38, 42)",5.0
"(28, 38, 43)",5.0
"(28, 38, 44)",5.0
"(28, 38, 45)",5.0
"(28, 38, 46)",5.0
"(28, 39, 14)",5.0
"(28, 39, 15)",5.0
"(28, 39, 16)",5.0
"(28, 39, 17)",5.0
"(28, 39, 18)",5.0
"(28, 39, 19)",5.0
"(28, 39, 20)",5.0
"(28, 39, 21)",5.0
"(28, 39, 22)",5.0
"(28, 39, 28)",5.0
"(28, 39, 29)",5.0
"(28, 39, 30)",5.0
"(28, 39, 31)",5.0
"(28, 39, 32)",5.0
"(28, 39, 33)",5.0
"(28, 39, 34)",5.0
"(28, 39, 35)",5.0
"(28, 39, 36)",5.0
"(28, 39, 37)",5.0
"(28, 39, 38)",5.0
"(28, 39, 39)",5.0
"(28, 39, 40)",5.0
"(28, 39, 41)",5.0
"(28, 39, 42)",5.0
"(28, 39, 43)",5.0
"(28, 39, 44)",5.0
"(28, 39, 45)",5.0
"(28, 39, 46)",5.0
"(28, 39, 47)",5.0
"(28, 40, 15)",5.0
"(28, 40, 16)",5.0
"(28, 40, 17)",5.0
"(28, 40, 27)",5.0
"(28, 40, 28)",5.0
"(28, 40, 29)",5.0
"(28, 40, 33)",5.0
"(28, 40, 34)",5.0
"(28, 40, 35)",5.0
"(28, 40, 36)",5.0
"(28, 40, 37)",5.0
"(28, 40, 38)",5.0
"(28, 40, 39)",5.0
"(28, 40, 40)",5.0
"(28, 40, 41)",5.0
"(28, 40, 42)",5.0
"(28, 40, 43)",5.0
"(28, 40, 44)",5.0
"(28, 40, 45)",5.0
"(28, 40, 46)",5.0
"(28, 40, 47)",5.0
"(28, 41, 27)",5.0
"(28, 41, 38)",5.0
"(28, 41, 39)",5.0
"(28, 41, 40)",5.0
"(28, 41, 41)",5.0
"(28, 41, 42)",5.0
"(28, 41, 43)",5.0
"(28, 41, 44)",5.0
"(28, 41, 45)",5.0
"(28, 41, 46)",5.0
"(28, 41, 47)",5.0
"(28, 41, 48)",5.0
"(28, 42, 41)",5.0
"(28, 42, 42)",5.0
"(28, 42, 43)",5.0
"(28, 42, 44)",5.0
"(28, 42, 45)",5.0
"(28, 42, 46)",5.0
"(28, 42, 47)",5.0
"(28, 42, 48)",5.0
"(28, 43, 43)",5.0
"(28, 43, 44)",5.0
"(28, 43, 45)",5.0
"(28, 43, 46)",5.0
"(28, 43, 47)",5.0
"(28, 43, 48)",5.0
"(28, 43, 49)",5.0
"(28, 44, 44)",5.0
"(28, 44, 45)",5.0
"(28, 44, 46)",5.0
"(28, 44, 47)",5.0
"(28, 44, 48)",5.0
"(28, 44, 49)",5.0
"(28, 45, 46)",5.0
"(28, 45, 47)",5.0
"(28, 45, 48)",5.0
"(28, 46, 47)",5.0
"(28, 55, 40)",5.0
"(28, 55, 41)",5.0
"(28, 55, 42)",5.0
"(28, 55, 43)",5.0
"(28, 56, 40)",5.0
"(28, 56, 41)",5.0
"(28, 56, 42)",5.0
"(28, 56, 43)",5.0
"(28, 57, 40)",5.0
"(28, 57, 41)",5.0
"(28, 57, 42)",5.0
"(28, 57, 43)",5.0
"(28, 58, 40)",5.0
"(28, 58, 41)",5.0
"(28, 58, 42)",5.0
"(28, 58, 43)",5.0
"(28, 59, 39)",5.0
"(28, 59, 40)",5.0
"(28, 59, 41)",5.0
"(28, 59, 42)",5.0
"(28, 59, 43)",5.0
"(28, 60, 38)",5.0
"(28, 60, 39)",5.0
"(28, 60, 40)",5.0
"(28, 60, 41)",5.0
"(28, 60, 42)",5.0
"(28, 60, 43)",5.0
"(28, 61, 32)",5.0
"(28, 61, 33)",5.0
"(28, 61, 37)",5.0
"(28, 61, 38)",5.0
"(28, 61, 39)",5.0
"(28, 61, 40)",5.0
"(28, 61, 41)",5.0
"(28, 61, 42)",5.0
"(28, 61, 43)",5.0
"(28, 62, 32)",5.0
"(28, 62, 33)",5.0
"(28, 62, 34)",5.0
"(28, 62, 35)",5.0
"(28, 62, 36)",5.0
"(28, 62, 37)",5.0
"(28, 62, 38)",5.0
"(28, 62, 39)",5.0
"(28, 62, 40)",5.0
"(28, 62, 41)",5.0
"(28, 62, 42)",5.0
"(28, 62, 43)",5.0
"(28, 63, 32)",5.0
"(28, 63, 33)",5.0
"(28, 63, 34)",5.0
"(28, 63, 35)",5.0
"(28, 63, 36)",5.0
"(28, 63, 37)",5.0
"(28, 63, 38)",5.0
"(28, 63, 39)",5.0
"(28, 63, 40)",5.0
"(28, 63, 41)",5.0
"(28, 63, 42)",5.0
"(28, 63, 43)",5.0
"(28, 63, 44)",5.0
"(28, 64, 32)",5.0
"(28, 64, 33)",5.0
"(28, 64, 34)",5.0
"(28, 64, 35)",5.0
"(28, 64, 36)",5.0
"(28, 64, 37)",5.0
"(28, 64, 38)",5.0
"(28, 64, 39)",5.0
"(28, 64, 40)",5.0
"(28, 64, 41)",5.0
"(28, 64, 42)",5.0
"(28, 64, 43)",5.0
"(28, 64, 44)",5.0
"(28, 65, 32)",5.0
"(28, 65, 33)",5.0
"(28, 65, 34)",5.0
"(28, 65, 35)",5.0
"(28, 65, 36)",5.0
"(28, 65, 37)",5.0
"(28, 65, 38)",5.0
"(28, 65, 39)",5.0
"(28, 65, 40)",5.0
"(28, 65, 41)",5.0
"(28, 65, 42)",5.0
"(28, 65, 43)",5.0
"(28, 65, 44)",5.0
"(28, 66, 32)",5.0
"(28, 66, 33)",5.0
"(28, 66, 34)",5.0
"(28, 66, 35)",5.0
"(28, 66, 36)",5.0
"(28, 66, 37)",5.0
"(28, 66, 38)",5.0
"(28, 66, 39)",5.0
"(28, 66, 40)",5.0
"(28, 66, 41)",5.0
"(28, 66, 42)",5.0
"(28, 67, 32)",5.0
"(28, 67, 33)",5.0
"(28, 67, 34)",5.0
"(28, 67, 35)",5.0
"(28, 67, 36)",5.0
"(28, 67, 37)",5.0
"(28, 67, 38)",5.0
"(28, 67, 39)",5.0
"(28, 67, 40)",5.0
"(28, 67, 41)",5.0
"(28, 68, 35)",5.0
"(28, 68, 36)",5.0
"(28, 68, 37)",5.0
"(28, 68, 38)",5.0
"(28, 73, 41)",5.0
"(28, 74, 39)",5.0
"(28, 74, 40)",5.0
"(28, 74, 41)",5.0
"(28, 77, 49)",5.0
"(28, 77, 50)",5.0
"(28, 77, 51)",5.0
"(28, 78, 47)",5.0
"(28, 78, 48)",5.0
"(28, 78, 49)",5.0
"(28, 78, 50)",5.0
"(28, 78, 51)",5.0
"(28, 78, 52)",5.0
"(28, 79, 43)",5.0
"(28, 79, 44)",5.0
"(28, 79, 45)",5.0
"(28, 79, 46)",5.0
"(28, 79, 47)",5.0
"(28, 79, 48)",5.0
"(28, 79, 49)",5.0
"(28, 79, 50)",5.0
"(28, 79, 51)",5.0
"(28, 79, 52)",5.0
"(28, 80, 34)",5.0
"(28, 80, 35)",5.0
"(28, 80, 36)",5.0
"(28, 80, 37)",5.0
"(28, 80, 38)",5.0
"(28, 80, 39)",5.0
"(28, 80, 40)",5.0
"(28, 80, 41)",5.0
"(28, 80, 42)",5.0
"(28, 80, 43)",5.0
"(28, 80, 44)",5.0
"(28, 80, 45)",5.0
"(28, 80, 46)",5.0
"(28, 80, 47)",5.0
"(28, 80, 48)",5.0
"(28, 80, 49)",5.0
"(28, 80, 50)",5.0
"(28, 80, 51)",5.0
"(28, 81, 39)",5.0
"(28, 81, 40)",5.0
"(28, 81, 41)",5.0
"(28, 81, 42)",5.0
"(28, 81, 43)",5.0
"(28, 81, 44)",5.0
"(28, 81, 45)",5.0
"(28, 81, 46)",5.0
"(28, 81, 47)",5.0
"(28, 81, 48)",5.0
"(28, 81, 49)",5.0
"(28, 81, 50)",5.0
"(28, 82, 39)",5.0
"(28, 82, 40)",5.0
"(28, 82, 41)",5.0
"(28, 82, 42)",5.0
"(28, 82, 43)",5.0
"(28, 82, 44)",5.0
"(28, 82, 45)",5.0
"(28, 82, 46)",5.0
"(28, 82, 47)",5.0
"(28, 82, 48)",5.0
"(28, 82, 49)",5.0
"(28, 83, 40)",5.0
"(28, 83, 41)",5.0
"(28, 83, 42)",5.0
"(28, 83, 43)",5.0
"(28, 83, 44)",5.0
"(28, 83, 45)",5.0
"(28, 83, 46)",5.0
"(28, 83, 47)",5.0
"(28, 83, 48)",5.0
"(28, 84, 41)",5.0
"(28, 84, 42)",5.0
"(28, 84, 43)",5.0
"(28, 84, 44)",5.0
"(28, 84, 45)",5.0
"(28, 84, 46)",5.0
"(28, 85, 43)",5.0
"(29, 7, 37)",5.0
"(29, 7, 38)",5.0
"(29, 8, 38)",5.0
"(29, 8, 39)",5.0
"(29, 8, 40)",5.0
"(29, 9, 43)",5.0
"(29, 9, 44)",5.0
"(29, 10, 45)",5.0
"(29, 13, 37)",5.0
"(29, 13, 38)",5.0
"(29, 13, 39)",5.0
"(29, 13, 40)",5.0
"(29, 13, 50)",5.0
"(29, 13, 51)",5.0
"(29, 14, 37)",5.0
"(29, 14, 38)",5.0
"(29, 14, 39)",5.0
"(29, 14, 40)",5.0
"(29, 14, 49)",5.0
"(29, 14, 50)",5.0
"(29, 14, 51)",5.0
"(29, 14, 52)",5.0
"(29, 15, 20)",5.0
"(29, 15, 37)",5.0
"(29, 15, 38)",5.0
"(29, 15, 39)",5.0
"(29, 15, 40)",5.0
"(29, 15, 49)",5.0
"(29, 15, 50)",5.0
"(29, 15, 51)",5.0
"(29, 15, 52)",5.0
"(29, 15, 53)",5.0
"(29, 15, 54)",5.0
"(29, 16, 19)",5.0
"(29, 16, 20)",5.0
"(29, 16, 37)",5.0
"(29, 16, 38)",5.0
"(29, 16, 39)",5.0
"(29, 16, 40)",5.0
"(29, 16, 41)",5.0
"(29, 16, 46)",5.0
"(29, 16, 47)",5.0
"(29, 16, 48)",5.0
"(29, 16, 53)",5.0
"(29, 16, 54)",5.0
"(29, 16, 55)",5.0
"(29, 16, 56)",5.0
"(29, 17, 11)",5.0
"(29, 17, 18)",5.0
"(29, 17, 19)",5.0
"(29, 17, 20)",5.0
"(29, 17, 21)",5.0
"(29, 17, 38)",5.0
"(29, 17, 39)",5.0
"(29, 17, 40)",5.0
"(29, 17, 41)",5.0
"(29, 17, 42)",5.0
"(29, 17, 45)",5.0
"(29, 17, 46)",5.0
"(29, 17, 47)",5.0
"(29, 17, 51)",5.0
"(29, 17, 52)",5.0
"(29, 17, 53)",5.0
"(29, 17, 54)",5.0
"(29, 17, 55)",5.0
"(29, 17, 56)",5.0
"(29, 17, 57)",5.0
"(29, 18, 18)",5.0
"(29, 18, 19)",5.0
"(29, 18, 20)",5.0
"(29, 18, 21)",5.0
"(29, 18, 22)",5.0
"(29, 18, 38)",5.0
"(29, 18, 39)",5.0
"(29, 18, 40)",5.0
"(29, 18, 41)",5.0
"(29, 18, 42)",5.0
"(29, 18, 43)",5.0
"(29, 18, 44)",5.0
"(29, 18, 45)",5.0
"(29, 18, 46)",5.0
"(29, 18, 51)",5.0
"(29, 18, 52)",5.0
"(29, 18, 53)",5.0
"(29, 18, 54)",5.0
"(29, 18, 55)",5.0
"(29, 18, 56)",5.0
"(29, 18, 57)",5.0
"(29, 18, 58)",5.0
"(29, 19, 10)",5.0
"(29, 19, 11)",5.0
"(29, 19, 18)",5.0
"(29, 19, 19)",5.0
"(29, 19, 20)",5.0
"(29, 19, 21)",5.0
"(29, 19, 22)",5.0
"(29, 19, 23)",5.0
"(29, 19, 39)",5.0
"(29, 19, 40)",5.0
"(29, 19, 41)",5.0
"(29, 19, 42)",5.0
"(29, 19, 45)",5.0
"(29, 19, 50)",5.0
"(29, 19, 51)",5.0
"(29, 19, 52)",5.0
"(29, 19, 53)",5.0
"(29, 19, 54)",5.0
"(29, 19, 55)",5.0
"(29, 19, 56)",5.0
"(29, 19, 57)",5.0
"(29, 19, 58)",5.0
"(29, 19, 59)",5.0
"(29, 19, 60)",5.0
"(29, 20, 9)",5.0
"(29, 20, 10)",5.0
"(29, 20, 11)",5.0
"(29, 20, 12)",5.0
"(29, 20, 13)",5.0
"(29, 20, 18)",5.0
"(29, 20, 19)",5.0
"(29, 20, 20)",5.0
"(29, 20, 21)",5.0
"(29, 20, 22)",5.0
"(29, 20, 23)",5.0
"(29, 20, 38)",5.0
"(29, 20, 39)",5.0
"(29, 20, 40)",5.0
"(29, 20, 41)",5.0
"(29, 20, 42)",5.0
"(29, 20, 44)",5.0
"(29, 20, 45)",5.0
"(29, 20, 46)",5.0
"(29, 20, 47)",5.0
"(29, 20, 48)",5.0
"(29, 20, 49)",5.0
"(29, 20, 50)",5.0
"(29, 20, 51)",5.0
"(29, 20, 52)",5.0
